dataset,combo_name,ext_features,trials,pruning_mode,objective,label_rate_ext,label_rate_no_ext,label_rate_gap,label_rate_ratio,chi2_label,chi2_label_p,mean_ks,max_ks,mean_cohens_d,pct_features_shifted,total_shift
WIDS,h1_bilirub+h1_lactate+h1_pao2fio+h1_hco3,"h1_bilirubin_max,h1_bilirubin_min,h1_albumin_max,h1_albumin_min,h1_lactate_max,h1_lactate_min,h1_pao2fio2ratio_max,h1_pao2fio2ratio_min,h1_hco3_max,h1_hco3_min,h1_calcium_max,h1_calcium_min,h1_creatinine_max,h1_creatinine_min,h1_sodium_max,h1_sodium_min,h1_wbc_max,h1_wbc_min",10,optuna,-0.000944,0.116835,0.072862,0.043973,1.603509,476.721,1.104743407962776e-105,0.090402,0.319451,0.164051,90.7,0.134375
WIDS,h1_bilirub+h1_lactate+h1_pao2fio,"h1_bilirubin_max,h1_bilirubin_min,h1_albumin_max,h1_albumin_min,h1_lactate_max,h1_lactate_min,h1_pao2fio2ratio_max,h1_pao2fio2ratio_min",10,optuna,0.002127,0.135093,0.072095,0.062998,1.873816,805.3976,3.618549900956722e-177,0.08703,0.384918,0.153685,92.4,0.150028
WIDS,h1_bilirub+h1_lactate+h1_hco3,"h1_bilirubin_max,h1_bilirubin_min,h1_albumin_max,h1_albumin_min,h1_lactate_max,h1_lactate_min,h1_hco3_max,h1_hco3_min,h1_calcium_max,h1_calcium_min,h1_creatinine_max,h1_creatinine_min,h1_sodium_max,h1_sodium_min,h1_wbc_max,h1_wbc_min",10,optuna,-0.001778,0.108869,0.07824,0.030629,1.391478,211.2137,7.465650597449928e-48,0.085258,0.248888,0.155256,89.6,0.115887
WIDS,h1_bilirub+h1_lactate,"h1_bilirubin_max,h1_bilirubin_min,h1_albumin_max,h1_albumin_min,h1_lactate_max,h1_lactate_min",10,optuna,0.001259,0.146079,0.076749,0.06933,1.903335,663.2887,2.878225986639207e-146,0.070945,0.20092,0.12876,91.4,0.140275
WIDS,h1_bilirub+h1_pao2fio+h1_arteria+h1_hco3,"h1_bilirubin_max,h1_bilirubin_min,h1_albumin_max,h1_albumin_min,h1_pao2fio2ratio_max,h1_pao2fio2ratio_min,h1_arterial_ph_max,h1_arterial_ph_min,h1_arterial_pco2_max,h1_arterial_pco2_min,h1_arterial_po2_max,h1_arterial_po2_min,h1_hco3_max,h1_hco3_min,h1_calcium_max,h1_calcium_min,h1_creatinine_max,h1_creatinine_min,h1_sodium_max,h1_sodium_min,h1_wbc_max,h1_wbc_min",10,optuna,0.000685,0.119189,0.071813,0.047375,1.659698,553.5782,2.0970055780566395e-122,0.091183,0.34145,0.168977,91.1,0.138558
WIDS,h1_bilirub+h1_pao2fio+h1_arteria,"h1_bilirubin_max,h1_bilirubin_min,h1_albumin_max,h1_albumin_min,h1_pao2fio2ratio_max,h1_pao2fio2ratio_min,h1_arterial_ph_max,h1_arterial_ph_min,h1_arterial_pco2_max,h1_arterial_pco2_min,h1_arterial_po2_max,h1_arterial_po2_min",10,optuna,0.000977,0.133994,0.072053,0.061941,1.859664,789.6055,9.818137589943686e-174,0.094584,0.43647,0.168016,93.5,0.156525
WIDS,h1_bilirub+h1_pao2fio+h1_hco3,"h1_bilirubin_max,h1_bilirubin_min,h1_albumin_max,h1_albumin_min,h1_pao2fio2ratio_max,h1_pao2fio2ratio_min,h1_hco3_max,h1_hco3_min,h1_calcium_max,h1_calcium_min,h1_creatinine_max,h1_creatinine_min,h1_sodium_max,h1_sodium_min,h1_wbc_max,h1_wbc_min",10,optuna,0.003879,0.116108,0.074343,0.041765,1.561781,414.0329,4.8559503927432865e-92,0.090922,0.329748,0.166225,90.9,0.132687
WIDS,h1_bilirub+h1_pao2fio,"h1_bilirubin_max,h1_bilirubin_min,h1_albumin_max,h1_albumin_min,h1_pao2fio2ratio_max,h1_pao2fio2ratio_min",10,optuna,0.002121,0.134826,0.074814,0.060011,1.802139,647.5636,7.568098042102844e-143,0.084781,0.418115,0.15079,90.8,0.144792
WIDS,h1_bilirub+h1_hco3,"h1_bilirubin_max,h1_bilirubin_min,h1_albumin_max,h1_albumin_min,h1_hco3_max,h1_hco3_min,h1_calcium_max,h1_calcium_min,h1_creatinine_max,h1_creatinine_min,h1_sodium_max,h1_sodium_min,h1_wbc_max,h1_wbc_min",10,optuna,0.005363,0.104485,0.080615,0.02387,1.296102,119.9675,6.430553670995825e-28,0.087177,0.249629,0.159214,90.4,0.111047
WIDS,h1_lactate+h1_pao2fio+h1_arteria+h1_hco3,"h1_lactate_max,h1_lactate_min,h1_pao2fio2ratio_max,h1_pao2fio2ratio_min,h1_arterial_ph_max,h1_arterial_ph_min,h1_arterial_pco2_max,h1_arterial_pco2_min,h1_arterial_po2_max,h1_arterial_po2_min,h1_hco3_max,h1_hco3_min,h1_calcium_max,h1_calcium_min,h1_creatinine_max,h1_creatinine_min,h1_sodium_max,h1_sodium_min,h1_wbc_max,h1_wbc_min",10,optuna,-0.001086,0.119222,0.070771,0.048451,1.684622,594.0506,3.2949187899176234e-131,0.093532,0.332078,0.170969,90.0,0.141983
WIDS,h1_lactate+h1_pao2fio+h1_arteria,"h1_lactate_max,h1_lactate_min,h1_pao2fio2ratio_max,h1_pao2fio2ratio_min,h1_arterial_ph_max,h1_arterial_ph_min,h1_arterial_pco2_max,h1_arterial_pco2_min,h1_arterial_po2_max,h1_arterial_po2_min",10,optuna,0.005135,0.143736,0.070623,0.073113,2.035272,1046.4557,1.4344713280331056e-229,0.11454,0.476065,0.204233,94.1,0.187654
WIDS,h1_lactate+h1_pao2fio+h1_hco3,"h1_lactate_max,h1_lactate_min,h1_pao2fio2ratio_max,h1_pao2fio2ratio_min,h1_hco3_max,h1_hco3_min,h1_calcium_max,h1_calcium_min,h1_creatinine_max,h1_creatinine_min,h1_sodium_max,h1_sodium_min,h1_wbc_max,h1_wbc_min",10,optuna,-3.5e-05,0.116943,0.072909,0.044033,1.603947,476.7197,1.1054462635379014e-105,0.09219,0.320678,0.166254,89.8,0.136223
WIDS,h1_lactate+h1_pao2fio,"h1_lactate_max,h1_lactate_min,h1_pao2fio2ratio_max,h1_pao2fio2ratio_min",10,optuna,0.000588,0.148447,0.072786,0.07566,2.039482,975.9229,3.074888987628669e-214,0.107703,0.465591,0.19228,93.2,0.183363
WIDS,h1_lactate+h1_hco3,"h1_lactate_max,h1_lactate_min,h1_hco3_max,h1_hco3_min,h1_calcium_max,h1_calcium_min,h1_creatinine_max,h1_creatinine_min,h1_sodium_max,h1_sodium_min,h1_wbc_max,h1_wbc_min",10,optuna,0.001132,0.108837,0.078319,0.030518,1.389662,208.8433,2.455939938104077e-47,0.086844,0.250202,0.157042,88.7,0.117362
WIDS,h1_pao2fio+h1_arteria+h1_hco3,"h1_pao2fio2ratio_max,h1_pao2fio2ratio_min,h1_arterial_ph_max,h1_arterial_ph_min,h1_arterial_pco2_max,h1_arterial_pco2_min,h1_arterial_po2_max,h1_arterial_po2_min,h1_hco3_max,h1_hco3_min,h1_calcium_max,h1_calcium_min,h1_creatinine_max,h1_creatinine_min,h1_sodium_max,h1_sodium_min,h1_wbc_max,h1_wbc_min",10,optuna,0.000746,0.119303,0.071883,0.04742,1.659683,552.8359,3.041337833692438e-122,0.092342,0.342999,0.171278,90.1,0.139762
WIDS,h1_pao2fio+h1_arteria,"h1_pao2fio2ratio_max,h1_pao2fio2ratio_min,h1_arterial_ph_max,h1_arterial_ph_min,h1_arterial_pco2_max,h1_arterial_pco2_min,h1_arterial_po2_max,h1_arterial_po2_min",10,optuna,0.006682,0.143723,0.074311,0.069411,1.934063,799.9054,5.657498527654058e-176,0.114784,0.541915,0.20204,94.8,0.184196
WIDS,h1_pao2fio+h1_hco3,"h1_pao2fio2ratio_max,h1_pao2fio2ratio_min,h1_hco3_max,h1_hco3_min,h1_calcium_max,h1_calcium_min,h1_creatinine_max,h1_creatinine_min,h1_sodium_max,h1_sodium_min,h1_wbc_max,h1_wbc_min",10,optuna,-0.000184,0.116179,0.074424,0.041755,1.561045,412.2219,1.2035619568009818e-91,0.091839,0.331333,0.168405,89.3,0.133594
WIDS,h1_pao2fio,"h1_pao2fio2ratio_max,h1_pao2fio2ratio_min",10,optuna,0.000305,0.145425,0.07781,0.067614,1.868962,583.0539,8.12437557719572e-129,0.11185,0.566648,0.194737,93.8,0.179465
WIDS,h1_hco3,"h1_hco3_max,h1_hco3_min,h1_calcium_max,h1_calcium_min,h1_creatinine_max,h1_creatinine_min,h1_sodium_max,h1_sodium_min,h1_wbc_max,h1_wbc_min",10,optuna,0.002727,0.104245,0.080757,0.023488,1.290842,115.4155,6.38215730835016e-27,0.087878,0.251057,0.160675,90.0,0.111366
WIDS,h1_bilirub+h1_lactate+h1_pao2fio+h1_arteria,"h1_bilirubin_max,h1_bilirubin_min,h1_albumin_max,h1_albumin_min,h1_lactate_max,h1_lactate_min,h1_pao2fio2ratio_max,h1_pao2fio2ratio_min,h1_arterial_ph_max,h1_arterial_ph_min,h1_arterial_pco2_max,h1_arterial_pco2_min,h1_arterial_po2_max,h1_arterial_po2_min",30,optuna,-0.000932,0.133274,0.07007,0.063203,1.901999,885.9544,1.1096876951794045e-194,0.096939,0.407779,0.171271,94.6,0.160143
WIDS,h1_bilirub+h1_lactate+h1_pao2fio+h1_arteria,"h1_bilirubin_max,h1_bilirubin_min,h1_albumin_max,h1_albumin_min,h1_lactate_max,h1_lactate_min,h1_pao2fio2ratio_max,h1_pao2fio2ratio_min,h1_arterial_ph_max,h1_arterial_ph_min,h1_arterial_pco2_max,h1_arterial_pco2_min,h1_arterial_po2_max,h1_arterial_po2_min",30,no_pruning,-0.001107,0.133274,0.07007,0.063203,1.901999,885.9544,1.1096876951794045e-194,0.096939,0.407779,0.171271,94.6,0.160143
WIDS,h1_bilirub+h1_lactate+h1_pao2fio+h1_arteria,"h1_bilirubin_max,h1_bilirubin_min,h1_albumin_max,h1_albumin_min,h1_lactate_max,h1_lactate_min,h1_pao2fio2ratio_max,h1_pao2fio2ratio_min,h1_arterial_ph_max,h1_arterial_ph_min,h1_arterial_pco2_max,h1_arterial_pco2_min,h1_arterial_po2_max,h1_arterial_po2_min",30,fixed_50,0.001987,0.133274,0.07007,0.063203,1.901999,885.9544,1.1096876951794045e-194,0.096939,0.407779,0.171271,94.6,0.160143
WIDS,h1_bilirub+h1_lactate+h1_pao2fio+h1_arteria,"h1_bilirubin_max,h1_bilirubin_min,h1_albumin_max,h1_albumin_min,h1_lactate_max,h1_lactate_min,h1_pao2fio2ratio_max,h1_pao2fio2ratio_min,h1_arterial_ph_max,h1_arterial_ph_min,h1_arterial_pco2_max,h1_arterial_pco2_min,h1_arterial_po2_max,h1_arterial_po2_min",30,optuna,-0.002435,0.133274,0.07007,0.063203,1.901999,885.9544,1.1096876951794045e-194,0.096939,0.407779,0.171271,94.6,0.160143
WIDS,h1_bilirub+h1_lactate+h1_pao2fio+h1_arteria,"h1_bilirubin_max,h1_bilirubin_min,h1_albumin_max,h1_albumin_min,h1_lactate_max,h1_lactate_min,h1_pao2fio2ratio_max,h1_pao2fio2ratio_min,h1_arterial_ph_max,h1_arterial_ph_min,h1_arterial_pco2_max,h1_arterial_pco2_min,h1_arterial_po2_max,h1_arterial_po2_min",30,optuna,-0.001776,0.133274,0.07007,0.063203,1.901999,885.9544,1.1096876951794045e-194,0.096939,0.407779,0.171271,94.6,0.160143
WIDS,h1_bilirub+h1_lactate+h1_pao2fio+h1_arteria,"h1_bilirubin_max,h1_bilirubin_min,h1_albumin_max,h1_albumin_min,h1_lactate_max,h1_lactate_min,h1_pao2fio2ratio_max,h1_pao2fio2ratio_min,h1_arterial_ph_max,h1_arterial_ph_min,h1_arterial_pco2_max,h1_arterial_pco2_min,h1_arterial_po2_max,h1_arterial_po2_min",30,no_pruning,-0.002394,0.133274,0.07007,0.063203,1.901999,885.9544,1.1096876951794045e-194,0.096939,0.407779,0.171271,94.6,0.160143
WIDS,h1_bilirub+h1_lactate+h1_pao2fio+h1_arteria,"h1_bilirubin_max,h1_bilirubin_min,h1_albumin_max,h1_albumin_min,h1_lactate_max,h1_lactate_min,h1_pao2fio2ratio_max,h1_pao2fio2ratio_min,h1_arterial_ph_max,h1_arterial_ph_min,h1_arterial_pco2_max,h1_arterial_pco2_min,h1_arterial_po2_max,h1_arterial_po2_min",30,fixed_50,0.000306,0.133274,0.07007,0.063203,1.901999,885.9544,1.1096876951794045e-194,0.096939,0.407779,0.171271,94.6,0.160143
Weather,Evapor+Sunshi+WindGustDir+WindGustSpeed+Pressu ext,"Evaporation,Sunshine,WindGustDir,WindGustSpeed,Pressure9am",10,optuna,0.004706,0.220453,0.246567,0.026113,0.894092,10.8156,0.0010064731813201704,0.130213,0.506861,0.151307,88.9,0.156326
Weather,Evapor+Sunshi+WindGustDir+WindGustSpeed ext,"Evaporation,Sunshine,WindGustDir,WindGustSpeed",10,optuna,-0.001047,0.22015,0.247944,0.027794,0.887903,12.5227,0.0004020390998863476,0.129081,0.493847,0.165753,80.0,0.156875
Weather,Evapor+Sunshi+WindDir9am ext,"Evaporation,Sunshine,WindDir9am",10,optuna,-0.009676,0.224524,0.218264,0.00626,1.028683,0.5413,0.46187413558259516,0.236601,0.99349,0.547376,100.0,0.242861
Weather,Evapor+Sunshi+Pressu ext,"Evaporation,Sunshine,Pressure9am",10,optuna,0.006128,0.22142,0.233856,0.012436,0.946822,3.3735,0.06625475476526338,0.116472,0.449844,0.181269,90.9,0.128908
Weather,Evapor+Sunshi+Cloud9 ext,"Evaporation,Sunshine,Cloud9am",10,optuna,0.002577,0.242967,0.197932,0.045034,1.227523,71.0933,3.4072398874063037e-17,0.098142,0.241283,0.180087,100.0,0.143176
Weather,Evapor+Sunshi ext,"Evaporation,Sunshine",10,optuna,0.002486,0.21793,0.227414,0.009484,0.958297,2.9985,0.0833404730914614,0.145064,0.428845,0.280212,91.7,0.154548
Weather,Evapor+WindGustDir+WindGustSpeed ext,"Evaporation,WindGustDir,WindGustSpeed",10,optuna,-0.002004,0.220017,0.248783,0.028767,0.88437,13.4382,0.00024655565391630395,0.128738,0.492903,0.164487,81.8,0.157505
Weather,Evapor+WindDir9am ext,"Evaporation,WindDir9am",10,optuna,-0.003243,0.224494,0.218502,0.005993,1.027425,0.4955,0.4814669611156226,0.236202,0.993581,0.546484,91.7,0.242194
Weather,Evapor+Pressu ext,"Evaporation,Pressure9am",10,optuna,-0.00055,0.221403,0.233918,0.012515,0.946498,3.4185,0.06446809510826033,0.116443,0.449844,0.18124,83.3,0.128958
Weather,Evapor+Cloud9 ext,"Evaporation,Cloud9am",10,optuna,0.003868,0.242927,0.198028,0.044899,1.226729,70.6823,4.1963624336152245e-17,0.107548,0.240959,0.17478,91.7,0.152446
Weather,Evapor ext,Evaporation,10,optuna,0.000901,0.214271,0.229573,0.015303,0.933342,7.8301,0.005138396740987352,0.161729,0.425413,0.322972,92.3,0.177032
Weather,Sunshi+WindGustDir+WindGustSpeed+Pressu ext,"Sunshine,WindGustDir,WindGustSpeed,Pressure9am",10,optuna,-0.003719,0.220585,0.24557,0.024986,0.898255,9.93,0.0016260612672164526,0.138721,0.506615,0.170999,80.0,0.163707
Weather,Sunshi+WindGustDir+WindGustSpeed ext,"Sunshine,WindGustDir,WindGustSpeed",10,optuna,0.000497,0.220297,0.24642,0.026123,0.893992,11.2521,0.0007953385526616836,0.121949,0.485149,0.139727,72.7,0.148071
Weather,Sunshi+WindDir9am ext,"Sunshine,WindDir9am",10,optuna,0.006081,0.224676,0.217244,0.007432,1.034211,0.7841,0.37588248177679195,0.244361,0.994536,0.544247,100.0,0.251793
Weather,Sunshi+Pressu ext,"Sunshine,Pressure9am",10,optuna,-0.002746,0.221611,0.232973,0.011362,0.951229,2.8246,0.09282814867928114,0.120397,0.447138,0.18672,83.3,0.131759
Weather,Sunshi+Cloud9 ext,"Sunshine,Cloud9am",10,optuna,0.002674,0.244914,0.196238,0.048676,1.248048,83.4712,6.46513535680195e-20,0.101381,0.23286,0.175384,100.0,0.150058
Weather,Sunshi ext,Sunshine,10,optuna,0.001159,0.240996,0.21755,0.023446,1.107774,15.3325,9.01510323982159e-05,0.141872,0.39347,0.245828,100.0,0.165318
Weather,WindGustDir+WindGustSpeed+Pressu ext,"WindGustDir,WindGustSpeed,Pressure9am",10,optuna,0.006009,0.220595,0.245494,0.024899,0.898576,9.8636,0.0016858321719660089,0.133832,0.506615,0.165722,72.7,0.158732
Weather,WindGustDir+WindGustSpeed ext,"WindGustDir,WindGustSpeed",10,optuna,-0.007482,0.219958,0.247757,0.027799,0.887799,13.086,0.0002975187467298528,0.107639,0.467122,0.129205,83.3,0.135437
Weather,WindGustDir ext,WindGustDir,10,optuna,-0.003507,0.219886,0.248192,0.028306,0.88595,13.5779,0.00022886921684793282,0.107765,0.466688,0.131306,76.9,0.136071
Weather,WindDir9am ext,WindDir9am,10,optuna,-0.000434,0.225055,0.214844,0.010211,1.047527,1.559,0.21180913849287675,0.226454,0.9992,0.48607,92.3,0.236665
Weather,Pressu ext,Pressure9am,10,optuna,0.005329,0.221594,0.233016,0.011421,0.950984,2.86,0.09080636921722125,0.122981,0.446586,0.184461,76.9,0.134402
Weather,Cloud9 ext,Cloud9am,10,optuna,0.001748,0.244907,0.196337,0.04857,1.247382,83.1426,7.63419147869552e-20,0.107049,0.232824,0.180693,92.3,0.15562
Weather,Evapor+Sunshi+WindDir9am ext,"Evaporation,Sunshine,WindDir9am",30,optuna,0.008229,0.224524,0.218264,0.00626,1.028683,0.5413,0.46187413558259516,0.236601,0.99349,0.547376,100.0,0.242861
Weather,Evapor+Sunshi+WindDir9am ext,"Evaporation,Sunshine,WindDir9am",30,no_pruning,0.008119,0.224524,0.218264,0.00626,1.028683,0.5413,0.46187413558259516,0.236601,0.99349,0.547376,100.0,0.242861
Weather,Evapor+Sunshi+WindDir9am ext,"Evaporation,Sunshine,WindDir9am",30,fixed_50,0.007388,0.224524,0.218264,0.00626,1.028683,0.5413,0.46187413558259516,0.236601,0.99349,0.547376,100.0,0.242861
WeatherAUS,Sunshi ext,Sunshine,30,optuna,0.005431,0.226159,0.222013,0.004146,1.018675,3.4822,0.06203066916687661,0.083017,0.225842,0.150993,100.0,0.087163
WeatherAUS,Evapor ext,Evaporation,30,optuna,0.001082,0.219533,0.230396,0.010863,0.952849,23.5565,1.212968272115413e-06,0.09525,0.277373,0.180522,100.0,0.106114
WeatherAUS,Cloud3 ext,Cloud3pm,30,optuna,-0.001144,0.238405,0.202981,0.035424,1.174517,246.3227,1.644893792396427e-55,0.062231,0.109193,0.111967,100.0,0.097655
WeatherAUS,Sunshi+Evapor ext,"Sunshine,Evaporation",30,optuna,0.005685,0.220176,0.230188,0.010012,0.956506,19.6105,9.494394865522813e-06,0.107338,0.300347,0.206164,100.0,0.117349
WeatherAUS,Sunshi+Cloud3 ext,"Sunshine,Cloud3pm",30,optuna,0.001756,0.236882,0.19895,0.037932,1.190662,261.7734,7.0463228909714515e-59,0.063874,0.117732,0.116946,100.0,0.101806
WeatherAUS,Evapor+Cloud3 ext,"Evaporation,Cloud3pm",30,optuna,0.000974,0.234915,0.200909,0.034005,1.169258,204.0196,2.7714728372819572e-46,0.073226,0.2062,0.139459,100.0,0.107232
WeatherAUS,Sunshi+Evapor+Cloud3 ext,"Sunshine,Evaporation,Cloud3pm",30,optuna,0.008399,0.233156,0.203632,0.029524,1.144987,150.61,1.2753534783447181e-34,0.07052,0.145357,0.134382,100.0,0.100044
WeatherAUS,Cloud3 ext,Cloud3pm,15,no_pruning,-0.047474,0.238405,0.202981,0.035424,1.174517,246.3227,1.644893792396427e-55,0.062231,0.109193,0.111967,100.0,0.097655
WeatherAUS,Cloud3 ext,Cloud3pm,15,fixed_50,-0.02952,0.238405,0.202981,0.035424,1.174517,246.3227,1.644893792396427e-55,0.062231,0.109193,0.111967,100.0,0.097655
WeatherAUS,Evapor+Cloud9 ext,"Evaporation,Cloud9am",50,optuna,-0.000291,0.232789,0.205019,0.02777,1.135451,134.6892,3.861109654681259e-31,0.069048,0.187618,0.128929,100.0,0.096818
WeatherAUS,Evapor+Cloud9 ext,"Evaporation,Cloud9am",50,no_pruning,-0.000254,0.232789,0.205019,0.02777,1.135451,134.6892,3.861109654681259e-31,0.069048,0.187618,0.128929,100.0,0.096818
WeatherAUS,Evapor+Cloud9 ext,"Evaporation,Cloud9am",50,fixed_50,0.001589,0.232789,0.205019,0.02777,1.135451,134.6892,3.861109654681259e-31,0.069048,0.187618,0.128929,100.0,0.096818
